21218.txt
21218.txt
21218.txt
21218.txt
21218.txt
9:58:38,508,387,202,47.60,26.50,636.70,708.70
9:59:39,508,382,199,42.90,26.40,653.50,724.80
10:0:40,516,391,216,42.20,26.30,657.80,729.60
21218.txt
21/2/18-10:2:30,508,374,189,42.60,26.30,666.40,740.70
21/2/18-10:3:31,516,382,203,41.70,26.30,638.70,709.40
21218.txt
21/2/18-10:14:35,840,813,366,37.70,25.80,1.40,12.60
21/2/18-10:15:36,840,745,361,38.10,25.80,1.00,4.30
21/2/18-10:16:37,845,729,488,38.80,25.40,1.50,6.20
21/2/18-10:17:38,846,713,407,40.10,25.10,1.30,6.10
21/2/18-10:18:39,846,690,344,42.60,25.00,1.70,9.50
21/2/18-10:19:40,846,676,374,41.10,24.90,1.70,7.20
21/2/18-10:20:41,847,658,351,41.90,24.80,1.40,4.90
21/2/18-10:21:42,846,644,352,40.50,24.50,1.30,4.20
21/2/18-10:22:43,846,635,356,40.20,24.30,1.20,3.30
21/2/18-10:23:44,847,626,362,42.20,24.10,1.00,5.60
21/2/18-10:24:45,847,615,370,42.80,23.90,1.30,3.60
21/2/18-10:25:46,847,605,368,42.20,23.70,1.30,4.40
21/2/18-10:26:47,847,594,366,42.60,23.60,1.20,5.10
21/2/18-10:27:48,847,586,370,42.30,23.50,1.50,6.40
21/2/18-10:28:49,847,579,371,43.20,23.30,1.30,6.30
21/2/18-10:29:50,847,585,404,42.70,23.20,1.10,2.00
21/2/18-10:30:51,846,570,375,43.40,23.20,1.10,6.10
21/2/18-10:31:52,847,563,377,43.70,23.20,1.30,8.50
21/2/18-10:32:53,847,560,412,44.30,23.20,1.50,7.60
21/2/18-10:33:54,847,556,383,44.00,23.10,2.60,22.00
21/2/18-10:34:55,847,547,382,43.20,23.10,1.80,6.10
21/2/18-10:35:56,847,551,440,43.30,23.10,1.80,8.60
21/2/18-10:36:57,847,537,389,42.70,23.10,1.90,20.30
21/2/18-10:37:58,847,543,394,44.20,23.10,2.40,13.40
21/2/18-10:38:59,847,539,394,44.10,23.20,1.90,8.30
21/2/18-10:40:0,847,539,402,42.00,23.20,1.60,5.50
21/2/18-10:41:1,847,554,437,43.40,23.20,1.70,5.90
21/2/18-10:42:2,847,544,430,43.30,23.20,2.10,4.10
21/2/18-10:43:3,847,554,422,43.70,23.30,2.30,13.80
